book_id,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,published_year,original_publication_year,original_title,image_url,publisher,description,genres
402,The Last Duel,Eric Jager,1.52,8904061191,9018514604534,en,264,3816,1144,954,763,572,383,2004,2004,The Last Duel,https://books.google.com/books/content?id=IxmcAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Broadway,"Set during the Hundred Years War, this is the gripping, atmospheric true story of the ""duel to end all duels"" in medieval France: a trial by combat pitting a knight against a squire accused of violating the knight's beautiful young wife.",History
403,The Strange History of Bonnie and Clyde,J. E. Treherne,2.41,0293111604,9089460305185,en,284,6379,1913,1594,1275,956,641,1984,1984,The Strange History of Bonnie and Clyde,https://books.google.com/books/content?id=iS_VAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Random House (UK),This is a fictional description for the book 'The Strange History of Bonnie and Clyde' by J. E. Treherne.,Biography & Autobiography
404,End in Tears,Ruth Rendell,2.0,6709482001,4308627754334,en,344,1,0,0,0,0,1,2005,2005,End in Tears,https://books.google.com/books/content?id=8axlAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Hutchinson Radius,"While investigating a series of unrelated murders, Inspector Wexford discovers that the victim of a piece of falling concrete, pushed off a highway overpass, is somehow linked to the bludgeoning death of a teenager killed after a late night out with her friends.",Fiction
405,The Mysterious Mr. Quin,Agatha Christie,4.5,0312981600,9780312981600,en,292,5,0,0,0,1,4,2002,2002,The Mysterious Mr. Quin,https://books.google.com/books/content?id=ddqzBU1EgXkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Macmillan,"Mr. Harley Quin has an almost magical flair for appearing at the scene of the most remarkable crimes. But is it a light trick that haunts his shadow with a ghostly apparition? Is it fate that invited him to a New Year's Eve murder? And what forces are at work when his car breaks down outside Royston Hall, an isolated estate with a deadly history?",Fiction
406,Secrets of Life and Death,Renate Siebert,5.0,185984023X,9781859840238,en,356,1,0,0,0,0,1,1996,1996,Secrets of Life and Death,https://books.google.com/books/content?id=LXNWOyPfDSoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Verso,"This volume focuses on women whose lives are entangled in the workings of the Mafia, drawing on courtroom testimonies, interviews, contemporary journalism and recent research. Individual narratives illuminate women's experiences, both as victims or active opponents.",Social Science
407,The Golden Gate,Alistair MacLean,5.0,0385116470,9780385116473,en,256,1,0,0,0,0,1,1976,1976,The Golden Gate,https://books.google.com/books/content?id=76R1WtD_uG4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,Scholastic,Terrorists kidnap the President of the United States and two Middle Eastern heads of State and threaten to kill them if their demands are not met.,Fiction
408,The Long Goodbye,Raymond Chandler,4.68,0394757688,9780394757681,en,316,5723,57,228,572,1430,3436,1988,1988,The Long Goodbye,https://books.google.com/books/content?id=36MMmgBW0ToC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Vintage,An encounter with a drunk brings both adventure and trouble to a cynical middle-aged private detective,Fiction
409,American Tabloid,James Ellroy,4.5,6371497800,5167956600468,en,600,5,0,0,0,1,4,1995,1995,American Tabloid,https://books.google.com/books/content?id=95paAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Knopf Publishing Group,"Three renegade law-enforcement officers--a former LA cop and two FBI agents--are shaping events and riding shotgun into history. This novel is behind and below the scenes of the JFK election and assassination, the Bay of Pigs, and the underworld that connects Miami, LA, Chicago, and DC.",Fiction
410,"Guns, Girls, Gambling, Ganja","Pasuk Phongpaichit, Sangsit Phiriyarangsan, Nualnoi Treerat",4.6,9842321116,453404763021,en,308,1539,15,61,153,384,926,1998,1998,"Guns, Girls, Gambling, Ganja",https://books.google.com/books/content?id=sBexAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,University of Washington Press,"Gambling, prostitution, drugs, arms trading, oil smuggling, and trafficking in people -- these six illegal businesses are large and getting larger. They distort the economy and victimize people. They are increasingly linked together through networks of protection and organized crime. They help to fund Thailand's corrosive 'money politics' and to sustain corruption in the police. In this sequel to Corruption and Democracy in Thailand, the authors argue that control of the illegal economy, especially through reform of the police, is vital for the development of a modern economy and functioning democracy.",Business & Economics
411,"Eat, Pray, Love",Elizabeth Gilbert,3.5,0747585660,9780747585664,en,385,2,0,0,0,0,2,2007,2007,"Eat, Pray, Love",https://books.google.com/books/content?id=QdCNeNx6LJUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,A&C Black,"The Number One international bestseller, Eat, Pray Love is a journey around the world, a quest for spiritual enlightenment and a story for anyone who has battled with divorce, depression and heartbreak.",Biography & Autobiography
412,Lives of the Caesars,Suetonius,1.26,0199537569,9780199537563,en,449,3402,1020,850,680,510,342,2000,2000,Lives of the Caesars,https://books.google.com/books/content?id=JsNxkG6Ai9sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Oxford Paperbacks,"The Lives of the Caesars include the biographies of Julius Caesar and the eleven subsequent emperors: Augustus, Tiberius, Gaius Caligula, Claudius, Nero, Galba, Otho, Vitelius, Vespasian, Titus, Domitian. Suetonius composed his material from a variety of sources, without much concern for their reliability. His biographies consist the ancestry and career of each emperor in turn; however, his interest is not so much analytical or historical, but anecdotal and salacious which gives rise to a lively and provocative succession of portraits. The account of Julius Caesar does not simply mention his crossing of the Rubicon and his assassination, but draws attention to his dark piercing eyes and attempts to conceal his baldness. The Live of Caligula presents a vivid picture of the emperor's grotesque appearance, his waywardness, and his insane cruelties. The format and style of Suetonius' Lives of the Caesars was to set the tone for biography throughout western literature - his work remains ...",Biography & Autobiography
413,Dictionary of Greek and Roman Biography and Mythology: Earinus-Nyx,William Smith,2.23,0195731969,6760709825636,en,1238,2408,722,602,481,361,242,1846,1846,Dictionary of Greek and Roman Biography and Mythology: Earinus-Nyx,https://books.google.com/books/content?id=870_AQAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Cambridge University Press,This is a fictional description for the book 'Dictionary of Greek and Roman Biography and Mythology: Earinus-Nyx' by William Smith.,Biography
415,Lives of the Eminent Philosophers,Diogenes Laertius,3.7,0190862173,9780190862176,en,701,2085,104,208,521,834,418,2018,2018,Lives of the Eminent Philosophers,https://books.google.com/books/content?id=HLNSDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Oxford University Press,"Lives of the Eminent Philosophers of Diogenes Laertius is a crucial source for much of what we know about the origins of philosophy in ancient Greece. Accompanied by dozens of artworks and newly commissioned essays that shed light on Diogenes' context and influence, this new, complete translation provides a revealing glimpse into the philosophers of Plato's Academy, Aristotle's Lyceum, and Epicurus' Garden.",Biography & Autobiography
416,What Are the Gospels?,Richard A. Burridge,3.82,0802809715,9780802809711,en,384,3095,154,309,773,1238,621,2004,2004,What Are the Gospels?,https://books.google.com/books/content?id=4LPIvOCuWYYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Wm. B. Eerdmans Publishing,"""The publication of Richard Burridge's What Are the Gospels? in 1992 inaugurated a transformation in Gospel studies by overturning the previous consensus about Gospel uniqueness. Burridge argued convincingly for an understanding of the Gospels as biographies, a ubiquitous genre in the Graeco-Roman world. To establish this claim, Burridge compared each of the four canonical Gospels to the many extant Graeco-Roman biographies. Drawing on insights from literary theory, he demonstrated that the previously widespread view of the Gospels as unique compositions was false. Burridge went on to discuss what a properly ""biographical"" perspective might mean for Gospel interpretation, which was amply demonstrated in the revised second edition reflecting on how his view had become the new consensus. This third, twenty-fifth anniversary edition not only celebrates the continuing influence of What Are the Gospels?, but also features a major new contribution in which Burridge analyzes recent debates...",Biography & Autobiography
417,The Lord of Uraniborg,"Victor E. Thoren, John Robert Christianson",4.81,0521351588,9780521351584,en,537,7333,73,293,733,1833,4401,1990,1990,The Lord of Uraniborg,https://books.google.com/books/content?id=F5a83U4B8XkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Cambridge University Press,"The Lord of Uraniborg is a comprehensive biography of Tycho Brahe, father of modern astronomy, famed alchemist and littérateur of the sixteenth-century Danish Renaissance. Written in a lively and engaging style, Victor Thoren's biography offers interesting perspectives on Tycho's life and presents alternative analyses of virtually every aspect of his scientific work. A range of readers interested in astronomy, history of astronomy and the history of science will find this book fascinating.",Biography & Autobiography
418,Autobiography,John Stuart Mill,2.35,0198759606,9780198759607,en,273,1414,424,353,282,212,143,2018,2018,Autobiography,https://books.google.com/books/content?id=kBFQDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Oxford University Press,"Describes the philosopher's life from his development as a child prodigy, to his near suicide at the age of twenty-one, through his growth as a philosopher and social thinker.",Biography & Autobiography
419,Plutarch,Plutarch,1.54,1550838185,2140225374539,en,808,791,237,197,158,118,81,1992,1992,Plutarch,https://books.google.com/books/content?id=oANWAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Random House Digital, Inc.","Plutarch's Lives, written at the beginning of the second century A.D., is a brilliant social history of the ancient world by one of the greatest biographers and moralists of all time. In what is by far his most famous and influential work, Plutarch reveals the character and personality of his subjects and how they led ultimately to tragedy or victory. Richly anecdotal and full of detail, Volume I contains profiles and comparisons of Romulus and Theseus, Numa and Lycurgus, Fabius and Pericles, and many more powerful figures of ancient Greece and Rome. The present translation, originally published in 1683 in conjunction with a life of Plutarch by John Dryden, was revised in 1864 by the poet and scholar Arthur Hugh Clough, whose notes and preface are also included in this edition. ""From the Trade Paperback edition.",Biography & Autobiography
420,Beria,Amy Knight,1.27,0691010935,9780691010939,en,341,3765,1129,941,753,564,378,1993,1993,Beria,https://books.google.com/books/content?id=ieA9DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Princeton University Press,"This is the biography of Lavrentii Beria, Stalin's notorious police chief and for many years his most powerful lieutenant. Beria has long symbolized the evils of Stalinism, yet because his political opponents removed his name from public memory after his execution in 1953, little is known of him.",Biography & Autobiography
421,The Innovators,Walter Isaacson,1.19,147670869X,9781476708690,en,560,712,213,178,142,106,73,2014,2014,The Innovators,https://books.google.com/books/content?id=aFapBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Simon and Schuster,"A revelatory history of the people who created the computer and the Internet discusses the process through which innovation happens in the modern world, citing the pivotal contributions of such figures as Ada Lovelace, Alan Turing, Bill Gates, and Tim Berners-Lee.",Biography & Autobiography
422,"The Lives of the Noble Grecians and Romaines,",Plutarch,2.8,3252978409,8736279319305,en,1214,3740,1122,935,748,561,374,1579,1579,"The Lives of the Noble Grecians and Romaines,",https://books.google.com/books/content?id=JREQ5Sok-p8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Penguin Random House,"This is a fictional description for the book 'The Lives of the Noble Grecians and Romaines,' by Plutarch.",Biography
423,"A New Classical Dictionary of Greek and Roman Biography, Mythology and Geography",William Smith,2.54,6131635536,4979582533498,en,1084,8951,2685,2237,1790,1342,897,1862,1862,"A New Classical Dictionary of Greek and Roman Biography, Mythology and Geography",https://books.google.com/books/content?id=FjIaAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Cambridge University Press,"This is a fictional description for the book 'A New Classical Dictionary of Greek and Roman Biography, Mythology and Geography' by William Smith.",Biography
424,Benjamin Franklin,Walter Isaacson,4.0,074325807X,9780743258074,en,628,23,0,1,3,8,11,2004,2004,Benjamin Franklin,https://books.google.com/books/content?id=L64OOJGaCKIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Simon and Schuster,"During his 84-year life Benjamin Franklin was America's best scientist, inventor, publisher, business strategist, diplomat, and writer. He was also one of its most practical political thinkers. America's first great publicist, he carefully crafted his own persona, portrayed it in public and polished it for posterity. In this riveting new biography Walter Isaacson provides readers with a full portrait of Franklin's public and private life - his loyal but neglected wife, his bastard son with whom he broke over going to war with England, his endless replacement families and his many amorous, but probably unconsummated, liaisons. But this is not just a biography of Benjamin Franklin but rather a fascinating look at American and European political history at that time. Isaacson examines the run up to the Revolutionary War, the intimate relations between Britain, France and the colonies and the decisive events that led to America's independence. Just as David McCullough brought life to th...",Biography & Autobiography
425,Plutarch's Lives Translated from the Original Greek,"Plutarch, John Langhorne, William Langhorne",2.0,9290582495,6596185229443,en,478,6278,1883,1569,1255,941,630,1873,1873,Plutarch's Lives Translated from the Original Greek,https://books.google.com/books/content?id=8IFIAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Penguin Random House,"This is a fictional description for the book 'Plutarch's Lives Translated from the Original Greek' by Plutarch, John Langhorne, William Langhorne.",Biography
426,"A Classical Dictionary of Greek and Roman Biography, Mythology and Geography","Sir William Smith, William Smith",1.52,3477992840,4653955799755,en,1036,8650,2595,2162,1730,1297,866,1894,1894,"A Classical Dictionary of Greek and Roman Biography, Mythology and Geography",https://books.google.com/books/content?id=EYW63r6TJ_UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,HarperCollins,"This is a fictional description for the book 'A Classical Dictionary of Greek and Roman Biography, Mythology and Geography' by Sir William Smith, William Smith.",Biography
427,Plutarch's Lives,Plutarch,3.03,7224449239,1141676298654,en,290,3869,386,580,1547,967,389,1804,1804,Plutarch's Lives,https://books.google.com/books/content?id=OG1EAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Macmillan Publishers,This is a fictional description for the book 'Plutarch's Lives' by Plutarch.,Biography
428,"Plutarch's Lives, tr. by J. and W. Langhorne",Plutarch,4.48,1703453894,7430334862326,en,586,4816,96,385,722,1685,1928,1813,1813,"Plutarch's Lives, tr. by J. and W. Langhorne",https://books.google.com/books/content?id=yP8RaNhL450C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Penguin Random House,"This is a fictional description for the book 'Plutarch's Lives, tr. by J. and W. Langhorne' by Plutarch.",Biography
430,Edmond Halley,Alan H. Cook,1.44,0198500319,9780198500315,en,584,3550,1065,887,710,532,356,1998,1998,Edmond Halley,https://books.google.com/books/content?id=jW-W0guWTU0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Oxford University Press,"Edmond Halley (1656-1742), MA, LLD, FRS, Capt. RN, Savillian Professor of Geometry and Astronomer Royal, stands pre-eminent among Oxford, English, and European scientists. A contemporary of Wren, Pepys, Hooke, Handel, Purcell, and Dryden, he was a schoolboy in London while the Great Fireraged, and was an active participant in the Enlightenment, an age of profound developments in all the arts and sciences. As a younger contemporary of Isaac Newton, he had a crucial part in the Newtonian revolution in the natural sciences. It was Halley who set the question that led Newton to writethe Principia, and who edited, paid for, and reviewed it. In later years he applied the methods of the Principia widely in astronomy and geophysics. Now more widely known for his prediction of the return of ""his"" comet, Halley discovered the proper motion of stars, made important studies of themoon's motion, and his investigations of the Earth's magnetic field and of tides were unrialled for centuries. His p...",Biography & Autobiography
434,Origen: Contra Celsum,Origen,2.28,0521295769,9780521295765,en,576,2253,675,563,450,337,228,1980,1980,Origen: Contra Celsum,https://books.google.com/books/content?id=wsKLIV3TpOYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Cambridge University Press,"Few works of the early Church are as interesting to the modern reader or as important to the historian as Origen's reply to the attack on Christianity made by the pagan Celsus. The Contra Celsum is the culmination of the great apologetic movement of the second and third centuries AD, and is for the Greek Church what St Augustine's City of God is for Western Christendom. It is also one of the chief monuments of the coming together of ancient Greek culture and the new faith of the expanding Christian society. Thus Origen's work is of interest not only to the historian and theologian, but also to the hellenist. Professor Chadwick's English translation is preceded by a substantial introduction which includes discussion on Celsus' date, identity and theological outlook, as well as an account of Origen's philosophical background and method. The notes elucidate the many obscure allusions of a difficult text.",Apologetics
435,"Francis of Assisi - The Prophet: Early Documents, vol. 3","Regis J. Armstrong, J. A. Wayne Hellmann, William J. Short",2.67,1565481143,9781565481145,en,892,5806,1741,1451,1161,870,583,1999,1999,"Francis of Assisi - The Prophet: Early Documents, vol. 3",https://books.google.com/books/content?id=J-geLPmduL4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,New City Press,"The Prophet is the third volume in this extraordinary series of ""the writings of Saint Francis and those of the early Franciscan witnesses"" and it will ""be of estimable value to scholars, students, and lovers of Il Poverello as well...a scholarly achievement done in the service of history, theology and spirituality."" (Lawrence Cunningham)",Biography & Autobiography
436,Einstein,Walter Isaacson,1.71,0743264746,9780743264747,en,704,2716,814,679,543,407,273,2008,2008,Einstein,https://books.google.com/books/content?id=x7vaDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Simon and Schuster,"From Isaacson, the bestselling author of ""Benjamin Franklin,"" comes the first full biography of Albert Einstein since all his papers have become available--a fully realized portrait of a premier icon of his era.",Biography & Autobiography
437,General Biography,John Aikin,4.77,1475656786,638459931179,en,646,6306,63,252,630,1576,3785,1803,1803,General Biography,https://books.google.com/books/content?id=FUUDAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Hachette Book Group,This is a fictional description for the book 'General Biography' by John Aikin.,Biography
438,Harshacarita,Bāṇabhaṭṭa,3.12,812080032X,9788120800328,en,710,2676,267,401,1070,669,269,1986,1986,Harshacarita,https://books.google.com/books/content?id=a1BeE-gn0t8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Motilal Banarsidass Publ.,"The Harshacarita of Banabhatta is a historical prose romance in Sanskrit, describing the events of king Harsa's (7th century A.D.) accession to the throne, his conquests and his relations with the contemporary monarchs. The work is valuable both from the literary and historical point of view. The present book comprises the complete Sanskrit text and elaborate notes in English. The notes explain the text literally and exegetically and thus, in fact, are better substitutes for translation. The introduction, prefixed to the text, deals, among other topics, with the personal history of Bana, his date and his works, the biography of Harsa, the political conditions and the religious beliefs prevailing in that age. The appendices contain the abstract of the Harshacarita and the index.",Religion
439,Emile Durkheim,Steven Lukes,5.0,0804712832,9780804712835,en,704,1,0,0,0,0,1,1985,1985,Emile Durkheim,https://books.google.com/books/content?id=VaUAahYoQ2gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Stanford University Press,"This study of Durkheim seeks to help the reader to achieve a historical understanding of his ideas and to form critical judgments about their value. To some extent these tow aims are contradictory. On the one hand, one seeks to understand: what did Durkheim really mean, how did he see the world, how did his ideas related to one another and how did they develop, how did they related to their biographical and historical context, how were they received, what influence did they have and to what criticism were they subjected, what was it like not to make certain distinctions, not to see certain errors, of fact or of logic, not to know what has subsequently become known? On the other hand, one seeks to assess: how valuable and how valid are the ideas, to what fruitful insights and explanations do they lead, how do they stand up to analysis and to the evidence, what is their present value? Yet it seems that it is only by inducing oneself not to see and only by seeing them that one can make...",Biography & Autobiography
440,A Short Life of Napoleon Bonaparte,Ida Minerva Tarbell,3.57,1885930352,5234316720019,en,272,3822,191,382,955,1528,766,1895,1895,A Short Life of Napoleon Bonaparte,https://books.google.com/books/content?id=3MwaAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Macmillan Publishers,This is a fictional description for the book 'A Short Life of Napoleon Bonaparte' by Ida Minerva Tarbell.,Biography & Autobiography
441,The Treasures of Alexander the Great,Frank Lee Holt,4.32,0199950962,9780199950966,en,321,5399,107,431,809,1889,2163,2016,2016,The Treasures of Alexander the Great,https://books.google.com/books/content?id=lC12CwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Oxford University Press,"This book investigates the kinds and quantities of treasure seized by Alexander the Great, from gold and silver to land and slaves, and reassesses the widespread belief that the Macedonian king used the profits of war to improve the ancient economies he conquered. It reveals what became of the king's wealth and what Alexander's redistribution of these vast resources can tell us about his much-disputed policies and personality.",Architecture
442,After the Fact,Clifford Geertz,5.0,0674008723,9780674008724,en,212,1,0,0,0,0,1,1996,1996,After the Fact,https://books.google.com/books/content?id=eTbBXkBQvHoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Harvard University Press,"In looking back on four decades of anthropology in the field, Clifford Geertz creates a personal history that is also a retrospective reflection on developments in the human sciences amid political, social, and cultural changes in the world.",Biography & Autobiography
443,New Makers of Modern Culture,Justin Wintle,1.22,1136768823,9781136768828,en,1812,8984,2695,2246,1796,1347,900,2016,2016,New Makers of Modern Culture,https://books.google.com/books/content?id=1SEHDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Routledge,New Makers of Modern Culture will be widely acquired by both higher education and public libraries. Bibliographies are attached to entries and there is thorough cross- referencing.,Biography & Autobiography
444,Caesar,Adrian Keith Goldsworthy,5.0,3030563931,6599804356374,en,616,1,0,0,0,0,1,2006,2006,Caesar,https://books.google.com/books/content?id=YWRoAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Simon & Schuster,"In this landmark biography, Goldsworthy places Caesar firmly within the context of Roman society in the first century B.C.",Biography & Autobiography
445,The Classical Art of Command,Joseph Roisman,1.88,0199985820,9780199985821,en,417,5020,1506,1255,1004,753,502,2017,2017,The Classical Art of Command,https://books.google.com/books/content?id=wMXXDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Oxford University Press,This book examines the many facets of Greek leadership during the Classical Age through the unique perspective of eight generals regarded as outstanding shapers of Greek military history. The work also draws attention to the important role that the general's personality played in his command.,Biography & Autobiography
447,The Women of the Cousins' War,"Philippa Gregory, David Baldwin, Michael Jones",3.93,1451629559,9781451629552,en,368,2983,149,298,745,1193,598,2013,2013,The Women of the Cousins' War,https://books.google.com/books/content?id=zqm_RWphYW0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Simon and Schuster,Includes a reading group guide (p. [345-350]).,Biography & Autobiography
448,Historical and Critical Dictionary,"Pierre Bayle, Craig Brush",4.93,0872201031,9780872201033,en,496,2654,26,106,265,663,1594,1991,1991,Historical and Critical Dictionary,https://books.google.com/books/content?id=90qq9SZm0r0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Hackett Publishing,"Richard Popkin's meticulous translation--the most complete since the eighteenth century--contains selections from thirty-nine articles, as well as from Bayle's four Clarifications. The bulk of the major articles of philosophical and theological interest--those that influenced Leibniz, Berkeley, Hume, and Voltaire and formed the basis for so many eighteenth-century discussions--are present, including David, Manicheans, Paulicians, Pyrrho, Rorarius, Simonides, Spinoza, and Zeno of Elea.",Philosophy
449,Doctors from Hell,Vivien Spitz,4.5,1591810329,9781591810322,en,354,3,0,0,0,0,3,2005,2005,Doctors from Hell,https://books.google.com/books/content?id=_VH-7oeT4lEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Sentient Publications,"A chilling story of human depravity and ultimate justice, told for the first time by an eyewitness court reporter for the Nuremberg war crimes trial of Nazi doctors. This is the account of 22 men and 1 woman and the torturing and killing by experiment they authorized in the name of scientific research and patriotism. Doctors from Hell includes trial transcripts that have not been easily available to the general public and previously unpublished photographs used as evidence in the trial. The author describes the experience of being in bombed-out, dangerous, post-war Nuremberg, where she lived for two years while working on the trial. Once a Nazi sympathizer tossed bombs into the dining room of the hotel where she lived moments before she arrived for dinner. She takes us into the courtroom to hear the dramatic testimony and see the reactions of the defendants to the proceedings. This landmark trial resulted in the establishment of the Nuremberg code, which set the guidelines for medic...",Biography & Autobiography
450,The Life of Charlotte Brontë,Elizabeth Cleghorn Gaskell,2.37,2039407856,3371082623172,en,138,7894,2368,1973,1578,1184,791,1975,1975,The Life of Charlotte Brontë,https://books.google.com/books/content?id=wcZBf8K98EkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Penguin Classics,"The Life of Charlotte Bronte, by Elizabeth Gaskell, is part of the Barnes & Noble Classics series, which offers quality editions at affordable prices to the student and the general reader, including new scholarship, thoughtful design, and pages of carefully crafted extras. Here are some of the remarkable features of Barnes & Noble Classics: New introductions commissioned from today's top writers and scholars Biographies of the authors Chronologies of contemporary historical, biographical, and cultural events Footnotes and endnotes Selective discussions of imitations, parodies, poems, books, plays, paintings, operas, statuary, and films inspired by the work Comments by other famous authors Study questions to challenge the reader's viewpoints and expectations Bibliographies for further reading Indices & Glossaries, when appropriateAll editions are beautifully designed and are printed to superior specifications; some include illustrations of historical interest. Barnes & Noble Classics...",Biography & Autobiography
451,The Great Transformation,Karl Polanyi,2.63,0807056421,9780807056424,en,364,7695,2308,1923,1539,1154,771,2001,2001,The Great Transformation,https://books.google.com/books/content?id=YfpIs1Z6B2sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Beacon Press,"In this classic work of economic history and social theory, Karl Polanyi analyzes the economic and social changes brought about by the ""great transformation"" of the Industrial Revolution. His analysis explains not only the deficiencies of the self-regulating market, but the potentially dire social consequences of untempered market capitalism. New introductory material reveals the renewed importance of Polanyi's seminal analysis in an era of globalization and free trade.",Business & Economics
452,Damascus,Ross Burns,3.3,0415271053,9780415271059,en,409,8159,815,1223,3263,2039,819,2005,2005,Damascus,https://books.google.com/books/content?id=SVR2cjWptCAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Psychology Press,"Lavishly illustrated, the first book in English to relate the history of Damascus, is a compelling and unique exploration of a fascinating city.",Damascus (Syria)
453,The Blitzkrieg Legend,Karl-Heinz Frieser,4.7,1612513581,9781612513584,en,421,6252,62,250,625,1563,3752,2013,2013,The Blitzkrieg Legend,https://books.google.com/books/content?id=GTw4AAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Naval Institute Press,"Here, for the first time in English, is an illuminating new German perspective on the decisive Blitzkrieg campaign of 1940. Karl-Heinz Frieser's account provides the definitive explanation for Germany's startling success and the equally surprising and rapid military collapse of France and Britain on the European continent. In a little over a month, Germany decisively defeated the Allies in battle, a task that had not been achieved in four years of brutal fighting during World War I. First published in 1995 as the official German history of the 1940 campaign in the west, the book goes beyond standard explanations to show that German victory was not inevitable and French defeat was not preordained. Contrary to the usual accounts of the campaign, Frieser illustrates that the military systems of both Germany and France were solid and that their campaign planning was sound. The key to victory or defeat, he argues, was the execution of operational plans—both preplanned and ad hoc—amid the...",History
454,The Gates of Europe,Serhii Plokhy,3.05,0241188105,9780241188101,en,477,2475,247,371,990,618,249,2015,2015,The Gates of Europe,https://books.google.com/books/content?id=4E3ZCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Penguin UK,"From award-winning historian Serhii Plokhy, The Gates of Europe is the definitive history of Ukraine that helps us understand the country's past and the current crisis Located at the western edge of the Eurasian steppe, Ukraine has long been the meeting place of empires - Roman to Ottoman, Habsburg to Russian - and they all left their imprint on the landscape, the language and the people living within these shifting borders. In this authoritative book, Serhii Plokhy traces the history of Ukraine from the arrival of the Vikings in the tenth century to the current Russian invasion of eastern Ukraine and annexation of Crimea. Fascinating and multi-layered, The Gates of Europe is the essential guide to understanding not just Ukraine's past but also its future.",History
455,Alexander the Great,Philip Freeman,3.87,1439193282,9781439193280,en,418,1962,98,196,490,784,394,2011,2011,Alexander the Great,https://books.google.com/books/content?id=Br-Ho0rlFGwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Simon and Schuster,"In the first authoritative biography of Alexander the Great written for a general audience in a generation, classicist and historian Philip Freeman tells the remarkable life of the great conqueror. The celebrated Macedonian king has been one of the most enduring figures in history. He was a general of such skill and renown that for two thousand years other great leaders studied his strategy and tactics, from Hannibal to Napoleon, with countless more in between. He flashed across the sky of history like a comet, glowing brightly and burning out quickly: crowned at age nineteen, dead by thirty-two. He established the greatest empire of the ancient world; Greek coins and statues are found as far east as Afghanistan. Our interest in him has never faded. Alexander was born into the royal family of Macedonia, the kingdom that would soon rule over Greece. Tutored as a boy by Aristotle, Alexander had an inquisitive mind that would serve him well when he faced formidable obstacles during his...",Biography & Autobiography
